Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity
testrepository;;;https://github.com/testing-cabal/testrepository;;;;;;;;;;;;;https://github.com/testing-cabal/testrepository;1;;0;;0;Different
pandoc;https://github.com/boisgera/pandoc;https://github.com/boisgera/pandoc;https://github.com/boisgera/pandoc;https://github.com/boisgera/pandoc;https://github.com/boisgera/pandoc;https://github.com/boisgera/pandoc;;;0/6;Equal;979/1020;False;17.0%;JavaScript (56.8%) - Haskell (26.2%);;https://github.com/boisgera/pandoc;5;;0;;0;Equal
comet-ml;;;;;;;;;;;;;;;;;0;;0;;0;Equal
marshmallow-oneofschema;https://github.com/marshmallow-code/marshmallow-oneofschema;https://github.com/marshmallow-code/marshmallow-oneofschema;https://github.com/marshmallow-code/marshmallow-oneofschema;https://github.com/marshmallow-code/marshmallow-oneofschema;https://github.com/marshmallow-code/marshmallow-oneofschema;https://github.com/marshmallow-code/marshmallow-oneofschema;https://github.com/marshmallow-code/marshmallow;;0/23;Equal;46/1448;False;100.0%;;TP(?);https://github.com/marshmallow-code/marshmallow-oneofschema;5;https://github.com/marshmallow-code/marshmallow;1;;0;Equal
rdflib-jsonld;https://github.com/rdflib/rdflib-jsonld;https://github.com/rdflib/rdflib-jsonld;https://github.com/rdflib/rdflib-jsonld;https://github.com/rdflib/rdflib-jsonld;https://github.com/rdflib/rdflib-jsonld;https://github.com/rdflib/rdflib-jsonld;;;0/13;Equal;100/1453;False;100.0%;;TP(?);https://github.com/rdflib/rdflib-jsonld;5;;0;;0;Equal
opencensus-ext-stackdriver;https://github.com/census-instrumentation/opencensus-python;;https://github.com/census-instrumentation/opencensus-python;https://github.com/census-instrumentation/opencensus-python;;https://github.com/census-instrumentation/opencensus-python;;;14/26;Different;1140/1445;https://pypi.org/project/opencensus;99.6%;Other (0.4%);;https://github.com/census-instrumentation/opencensus-python;3;;0;;0;Equal
comet-git-pure;;;;;;;;;;;;;;;;;0;;0;;0;Equal
shade;;;;;;;;;;;;;;;;;0;;0;;0;Equal
flake8-debugger;https://github.com/jbkahn/flake8-debugger;https://github.com/jbkahn/flake8-debugger;;https://github.com/jbkahn/flake8-debugger;https://github.com/jbkahn/flake8-debugger;https://github.com/jbkahn/flake8-debugger;;;0/15;Equal;0/1451;False;100.0%;;TP(?);https://github.com/jbkahn/flake8-debugger;4;;0;;0;Equal
jsonmerge;https://github.com/avian2/jsonmerge;;;https://github.com/avian2/jsonmerge;https://github.com/avian2/jsonmerge;;https://github.com/tox-dev/tox;;0/9;Equal;1461/1461;False;100.0%;;;https://github.com/avian2/jsonmerge;2;https://github.com/tox-dev/tox;1;;0;Equal
pytest-profiling;https://github.com/man-group/pytest-plugins;https://github.com/man-group/pytest-plugins;;;https://github.com/man-group/pytest-plugins;https://github.com/man-group/pytest-plugins;;;6/16;Different;1165/1447;False;96.0%;Shell (3.2%) - Makefile (0.8%);;https://github.com/man-group/pytest-plugins;3;;0;;0;Equal
piexif;https://github.com/hmatoba/piexif;https://github.com/hmatoba/piexif;;;https://github.com/hmatoba/piexif;https://github.com/hmatoba/piexif;;https://github.com/hmatoba/piexif;0/6;Equal;1441/1441;False;99.9%;Batchfile (0.1%);;https://github.com/hmatoba/piexif;4;;0;;0;Equal
